GEO_ID,NAME,P1_001N
1000000US361090008002019,"Block 2019, Block Group 2, Census Tract 8, Tompkins County, New York",0
1000000US361090008002020,"Block 2020, Block Group 2, Census Tract 8, Tompkins County, New York",54
1000000US361090008002021,"Block 2021, Block Group 2, Census Tract 8, Tompkins County, New York",69
1000000US361090008002022,"Block 2022, Block Group 2, Census Tract 8, Tompkins County, New York",101
1000000US361090009001000,"Block 1000, Block Group 1, Census Tract 9, Tompkins County, New York",4
1000000US361090009001001,"Block 1001, Block Group 1, Census Tract 9, Tompkins County, New York",28
1000000US361090009001002,"Block 1002, Block Group 1, Census Tract 9, Tompkins County, New York",0
1000000US361090009001003,"Block 1003, Block Group 1, Census Tract 9, Tompkins County, New York",2
1000000US361090009001004,"Block 1004, Block Group 1, Census Tract 9, Tompkins County, New York",9
1000000US361090009001005,"Block 1005, Block Group 1, Census Tract 9, Tompkins County, New York",44
1000000US361090009001006,"Block 1006, Block Group 1, Census Tract 9, Tompkins County, New York",15
1000000US361090009001007,"Block 1007, Block Group 1, Census Tract 9, Tompkins County, New York",10
1000000US361090009001008,"Block 1008, Block Group 1, Census Tract 9, Tompkins County, New York",13
1000000US361090009001009,"Block 1009, Block Group 1, Census Tract 9, Tompkins County, New York",66
1000000US361090009001010,"Block 1010, Block Group 1, Census Tract 9, Tompkins County, New York",107
1000000US361090009001011,"Block 1011, Block Group 1, Census Tract 9, Tompkins County, New York",58
1000000US361090009001012,"Block 1012, Block Group 1, Census Tract 9, Tompkins County, New York",37
1000000US361090009001013,"Block 1013, Block Group 1, Census Tract 9, Tompkins County, New York",109
1000000US361090009001014,"Block 1014, Block Group 1, Census Tract 9, Tompkins County, New York",54
1000000US361090009001015,"Block 1015, Block Group 1, Census Tract 9, Tompkins County, New York",56
1000000US361090009001016,"Block 1016, Block Group 1, Census Tract 9, Tompkins County, New York",0
1000000US361090009001017,"Block 1017, Block Group 1, Census Tract 9, Tompkins County, New York",354
1000000US361090009001018,"Block 1018, Block Group 1, Census Tract 9, Tompkins County, New York",65
1000000US361090009001019,"Block 1019, Block Group 1, Census Tract 9, Tompkins County, New York",10
1000000US361090009001020,"Block 1020, Block Group 1, Census Tract 9, Tompkins County, New York",212
1000000US361090009001021,"Block 1021, Block Group 1, Census Tract 9, Tompkins County, New York",42
1000000US361090009001022,"Block 1022, Block Group 1, Census Tract 9, Tompkins County, New York",192
1000000US361090009001023,"Block 1023, Block Group 1, Census Tract 9, Tompkins County, New York",74
1000000US361090009001024,"Block 1024, Block Group 1, Census Tract 9, Tompkins County, New York",64
1000000US361090009001025,"Block 1025, Block Group 1, Census Tract 9, Tompkins County, New York",68
1000000US361090009001026,"Block 1026, Block Group 1, Census Tract 9, Tompkins County, New York",9
1000000US361090009001027,"Block 1027, Block Group 1, Census Tract 9, Tompkins County, New York",26
1000000US361090009001028,"Block 1028, Block Group 1, Census Tract 9, Tompkins County, New York",50
1000000US361090009001029,"Block 1029, Block Group 1, Census Tract 9, Tompkins County, New York",9
1000000US361090009001030,"Block 1030, Block Group 1, Census Tract 9, Tompkins County, New York",58
1000000US361090009001031,"Block 1031, Block Group 1, Census Tract 9, Tompkins County, New York",0
1000000US361090009002000,"Block 2000, Block Group 2, Census Tract 9, Tompkins County, New York",331
1000000US361090009002001,"Block 2001, Block Group 2, Census Tract 9, Tompkins County, New York",15
1000000US361090009002002,"Block 2002, Block Group 2, Census Tract 9, Tompkins County, New York",35
1000000US361090009002003,"Block 2003, Block Group 2, Census Tract 9, Tompkins County, New York",48
1000000US361090009002004,"Block 2004, Block Group 2, Census Tract 9, Tompkins County, New York",0
1000000US361090009002005,"Block 2005, Block Group 2, Census Tract 9, Tompkins County, New York",112
1000000US361090009002006,"Block 2006, Block Group 2, Census Tract 9, Tompkins County, New York",38
1000000US361090009002007,"Block 2007, Block Group 2, Census Tract 9, Tompkins County, New York",349
1000000US361090009002008,"Block 2008, Block Group 2, Census Tract 9, Tompkins County, New York",67
1000000US361090009002009,"Block 2009, Block Group 2, Census Tract 9, Tompkins County, New York",66
1000000US361090009002010,"Block 2010, Block Group 2, Census Tract 9, Tompkins County, New York",36
1000000US361090009002011,"Block 2011, Block Group 2, Census Tract 9, Tompkins County, New York",34
1000000US361090009002012,"Block 2012, Block Group 2, Census Tract 9, Tompkins County, New York",19
1000000US361090009002013,"Block 2013, Block Group 2, Census Tract 9, Tompkins County, New York",98
1000000US361090009002014,"Block 2014, Block Group 2, Census Tract 9, Tompkins County, New York",95
1000000US361090009002015,"Block 2015, Block Group 2, Census Tract 9, Tompkins County, New York",43
1000000US361090009002016,"Block 2016, Block Group 2, Census Tract 9, Tompkins County, New York",39
1000000US361090009002017,"Block 2017, Block Group 2, Census Tract 9, Tompkins County, New York",30
1000000US361090009002018,"Block 2018, Block Group 2, Census Tract 9, Tompkins County, New York",58
1000000US361090009003000,"Block 3000, Block Group 3, Census Tract 9, Tompkins County, New York",0
1000000US361090009003001,"Block 3001, Block Group 3, Census Tract 9, Tompkins County, New York",0
1000000US361090009003002,"Block 3002, Block Group 3, Census Tract 9, Tompkins County, New York",106
1000000US361090009003003,"Block 3003, Block Group 3, Census Tract 9, Tompkins County, New York",0
1000000US361090009003004,"Block 3004, Block Group 3, Census Tract 9, Tompkins County, New York",50
1000000US361090009003005,"Block 3005, Block Group 3, Census Tract 9, Tompkins County, New York",0
1000000US361090009003006,"Block 3006, Block Group 3, Census Tract 9, Tompkins County, New York",0
1000000US361090009003007,"Block 3007, Block Group 3, Census Tract 9, Tompkins County, New York",0
1000000US361090009003008,"Block 3008, Block Group 3, Census Tract 9, Tompkins County, New York",0
1000000US361090009003009,"Block 3009, Block Group 3, Census Tract 9, Tompkins County, New York",0
1000000US361090009003010,"Block 3010, Block Group 3, Census Tract 9, Tompkins County, New York",40
1000000US361090009003011,"Block 3011, Block Group 3, Census Tract 9, Tompkins County, New York",21
1000000US361090009003012,"Block 3012, Block Group 3, Census Tract 9, Tompkins County, New York",304
1000000US361090009003013,"Block 3013, Block Group 3, Census Tract 9, Tompkins County, New York",66
1000000US361090009003014,"Block 3014, Block Group 3, Census Tract 9, Tompkins County, New York",16
1000000US361090009003015,"Block 3015, Block Group 3, Census Tract 9, Tompkins County, New York",3
1000000US361090009003016,"Block 3016, Block Group 3, Census Tract 9, Tompkins County, New York",21
1000000US361090009003017,"Block 3017, Block Group 3, Census Tract 9, Tompkins County, New York",6
1000000US361090009003018,"Block 3018, Block Group 3, Census Tract 9, Tompkins County, New York",62
1000000US361090009003019,"Block 3019, Block Group 3, Census Tract 9, Tompkins County, New York",109
1000000US361090009003020,"Block 3020, Block Group 3, Census Tract 9, Tompkins County, New York",12
1000000US361090009003021,"Block 3021, Block Group 3, Census Tract 9, Tompkins County, New York",17
1000000US361090009003022,"Block 3022, Block Group 3, Census Tract 9, Tompkins County, New York",10
1000000US361090010001000,"Block 1000, Block Group 1, Census Tract 10, Tompkins County, New York",65
1000000US361090010001001,"Block 1001, Block Group 1, Census Tract 10, Tompkins County, New York",26
1000000US361090010001002,"Block 1002, Block Group 1, Census Tract 10, Tompkins County, New York",135
1000000US361090010001003,"Block 1003, Block Group 1, Census Tract 10, Tompkins County, New York",0
1000000US361090010001004,"Block 1004, Block Group 1, Census Tract 10, Tompkins County, New York",79
1000000US361090010001005,"Block 1005, Block Group 1, Census Tract 10, Tompkins County, New York",0
1000000US361090010001006,"Block 1006, Block Group 1, Census Tract 10, Tompkins County, New York",0
1000000US361090010001007,"Block 1007, Block Group 1, Census Tract 10, Tompkins County, New York",46
1000000US361090010001008,"Block 1008, Block Group 1, Census Tract 10, Tompkins County, New York",0
1000000US361090010001009,"Block 1009, Block Group 1, Census Tract 10, Tompkins County, New York",0
1000000US361090010001010,"Block 1010, Block Group 1, Census Tract 10, Tompkins County, New York",29
1000000US361090010001011,"Block 1011, Block Group 1, Census Tract 10, Tompkins County, New York",34
1000000US361090010001012,"Block 1012, Block Group 1, Census Tract 10, Tompkins County, New York",0
1000000US361090010001013,"Block 1013, Block Group 1, Census Tract 10, Tompkins County, New York",35
1000000US361090010001014,"Block 1014, Block Group 1, Census Tract 10, Tompkins County, New York",18
1000000US361090010001015,"Block 1015, Block Group 1, Census Tract 10, Tompkins County, New York",0
1000000US361090010001016,"Block 1016, Block Group 1, Census Tract 10, Tompkins County, New York",0
1000000US361090010001017,"Block 1017, Block Group 1, Census Tract 10, Tompkins County, New York",0
1000000US361090010001018,"Block 1018, Block Group 1, Census Tract 10, Tompkins County, New York",113
1000000US361090010001019,"Block 1019, Block Group 1, Census Tract 10, Tompkins County, New York",89
1000000US361090010001020,"Block 1020, Block Group 1, Census Tract 10, Tompkins County, New York",0
1000000US361090010001021,"Block 1021, Block Group 1, Census Tract 10, Tompkins County, New York",32
1000000US361090010001022,"Block 1022, Block Group 1, Census Tract 10, Tompkins County, New York",855
1000000US361090010001023,"Block 1023, Block Group 1, Census Tract 10, Tompkins County, New York",0
1000000US361090010001024,"Block 1024, Block Group 1, Census Tract 10, Tompkins County, New York",0
1000000US361090010002000,"Block 2000, Block Group 2, Census Tract 10, Tompkins County, New York",19
1000000US361090010002001,"Block 2001, Block Group 2, Census Tract 10, Tompkins County, New York",47
1000000US361090010002002,"Block 2002, Block Group 2, Census Tract 10, Tompkins County, New York",26
1000000US361090010002003,"Block 2003, Block Group 2, Census Tract 10, Tompkins County, New York",25
1000000US361090010002004,"Block 2004, Block Group 2, Census Tract 10, Tompkins County, New York",35
1000000US361090010002005,"Block 2005, Block Group 2, Census Tract 10, Tompkins County, New York",201
1000000US361090010002006,"Block 2006, Block Group 2, Census Tract 10, Tompkins County, New York",10
1000000US361090010002007,"Block 2007, Block Group 2, Census Tract 10, Tompkins County, New York",14
1000000US361090010002008,"Block 2008, Block Group 2, Census Tract 10, Tompkins County, New York",98
1000000US361090010002009,"Block 2009, Block Group 2, Census Tract 10, Tompkins County, New York",48
1000000US361090010002010,"Block 2010, Block Group 2, Census Tract 10, Tompkins County, New York",13
1000000US361090010002011,"Block 2011, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002012,"Block 2012, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002013,"Block 2013, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002014,"Block 2014, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002015,"Block 2015, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002016,"Block 2016, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002017,"Block 2017, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002018,"Block 2018, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002019,"Block 2019, Block Group 2, Census Tract 10, Tompkins County, New York",21
1000000US361090010002020,"Block 2020, Block Group 2, Census Tract 10, Tompkins County, New York",10
1000000US361090010002021,"Block 2021, Block Group 2, Census Tract 10, Tompkins County, New York",17
1000000US361090010002022,"Block 2022, Block Group 2, Census Tract 10, Tompkins County, New York",4
1000000US361090010002023,"Block 2023, Block Group 2, Census Tract 10, Tompkins County, New York",40
1000000US361090010002024,"Block 2024, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002025,"Block 2025, Block Group 2, Census Tract 10, Tompkins County, New York",26
1000000US361090010002026,"Block 2026, Block Group 2, Census Tract 10, Tompkins County, New York",7
1000000US361090010002027,"Block 2027, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002028,"Block 2028, Block Group 2, Census Tract 10, Tompkins County, New York",12
1000000US361090010002029,"Block 2029, Block Group 2, Census Tract 10, Tompkins County, New York",18
1000000US361090010002030,"Block 2030, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002031,"Block 2031, Block Group 2, Census Tract 10, Tompkins County, New York",7
1000000US361090010002032,"Block 2032, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002033,"Block 2033, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002034,"Block 2034, Block Group 2, Census Tract 10, Tompkins County, New York",24
1000000US361090010002035,"Block 2035, Block Group 2, Census Tract 10, Tompkins County, New York",13
1000000US361090010002036,"Block 2036, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002037,"Block 2037, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002038,"Block 2038, Block Group 2, Census Tract 10, Tompkins County, New York",15
1000000US361090010002039,"Block 2039, Block Group 2, Census Tract 10, Tompkins County, New York",2
1000000US361090010002040,"Block 2040, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002041,"Block 2041, Block Group 2, Census Tract 10, Tompkins County, New York",9
1000000US361090010002042,"Block 2042, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002043,"Block 2043, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002044,"Block 2044, Block Group 2, Census Tract 10, Tompkins County, New York",2
1000000US361090010002045,"Block 2045, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002046,"Block 2046, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002047,"Block 2047, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002048,"Block 2048, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002049,"Block 2049, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002050,"Block 2050, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002051,"Block 2051, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002052,"Block 2052, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002053,"Block 2053, Block Group 2, Census Tract 10, Tompkins County, New York",7
1000000US361090010002054,"Block 2054, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002055,"Block 2055, Block Group 2, Census Tract 10, Tompkins County, New York",12
1000000US361090010002056,"Block 2056, Block Group 2, Census Tract 10, Tompkins County, New York",1
1000000US361090010002057,"Block 2057, Block Group 2, Census Tract 10, Tompkins County, New York",1
1000000US361090010002058,"Block 2058, Block Group 2, Census Tract 10, Tompkins County, New York",11
1000000US361090010002059,"Block 2059, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002060,"Block 2060, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002061,"Block 2061, Block Group 2, Census Tract 10, Tompkins County, New York",25
1000000US361090010002062,"Block 2062, Block Group 2, Census Tract 10, Tompkins County, New York",78
1000000US361090010002063,"Block 2063, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002064,"Block 2064, Block Group 2, Census Tract 10, Tompkins County, New York",0
1000000US361090010002065,"Block 2065, Block Group 2, Census Tract 10, Tompkins County, New York",4
1000000US361090010002066,"Block 2066, Block Group 2, Census Tract 10, Tompkins County, New York",13
1000000US361090010002067,"Block 2067, Block Group 2, Census Tract 10, Tompkins County, New York",8
1000000US361090010002068,"Block 2068, Block Group 2, Census Tract 10, Tompkins County, New York",21
1000000US361090010002069,"Block 2069, Block Group 2, Census Tract 10, Tompkins County, New York",1
1000000US361090010002070,"Block 2070, Block Group 2, Census Tract 10, Tompkins County, New York",1
1000000US361090010002071,"Block 2071, Block Group 2, Census Tract 10, Tompkins County, New York",39
1000000US361090010002072,"Block 2072, Block Group 2, Census Tract 10, Tompkins County, New York",21
1000000US361090010003000,"Block 3000, Block Group 3, Census Tract 10, Tompkins County, New York",76
1000000US361090010003001,"Block 3001, Block Group 3, Census Tract 10, Tompkins County, New York",95
1000000US361090010003002,"Block 3002, Block Group 3, Census Tract 10, Tompkins County, New York",79
1000000US361090010003003,"Block 3003, Block Group 3, Census Tract 10, Tompkins County, New York",71
1000000US361090010003004,"Block 3004, Block Group 3, Census Tract 10, Tompkins County, New York",67
1000000US361090010003005,"Block 3005, Block Group 3, Census Tract 10, Tompkins County, New York",52
1000000US361090010003006,"Block 3006, Block Group 3, Census Tract 10, Tompkins County, New York",80
1000000US361090010003007,"Block 3007, Block Group 3, Census Tract 10, Tompkins County, New York",106
1000000US361090010003008,"Block 3008, Block Group 3, Census Tract 10, Tompkins County, New York",107
1000000US361090010003009,"Block 3009, Block Group 3, Census Tract 10, Tompkins County, New York",46
1000000US361090010003010,"Block 3010, Block Group 3, Census Tract 10, Tompkins County, New York",87
1000000US361090010003011,"Block 3011, Block Group 3, Census Tract 10, Tompkins County, New York",79
1000000US361090010003012,"Block 3012, Block Group 3, Census Tract 10, Tompkins County, New York",72
1000000US361090010003013,"Block 3013, Block Group 3, Census Tract 10, Tompkins County, New York",23
1000000US361090010003014,"Block 3014, Block Group 3, Census Tract 10, Tompkins County, New York",0
1000000US361090010003015,"Block 3015, Block Group 3, Census Tract 10, Tompkins County, New York",0
1000000US361090010003016,"Block 3016, Block Group 3, Census Tract 10, Tompkins County, New York",0
1000000US361090010003017,"Block 3017, Block Group 3, Census Tract 10, Tompkins County, New York",0
1000000US361090010003018,"Block 3018, Block Group 3, Census Tract 10, Tompkins County, New York",89
1000000US361090010003019,"Block 3019, Block Group 3, Census Tract 10, Tompkins County, New York",0
1000000US361090010003020,"Block 3020, Block Group 3, Census Tract 10, Tompkins County, New York",0
1000000US361090010003021,"Block 3021, Block Group 3, Census Tract 10, Tompkins County, New York",0
1000000US361090010003022,"Block 3022, Block Group 3, Census Tract 10, Tompkins County, New York",19
1000000US361090010003023,"Block 3023, Block Group 3, Census Tract 10, Tompkins County, New York",0
1000000US361090010003024,"Block 3024, Block Group 3, Census Tract 10, Tompkins County, New York",73
1000000US361090010003025,"Block 3025, Block Group 3, Census Tract 10, Tompkins County, New York",62
1000000US361090010003026,"Block 3026, Block Group 3, Census Tract 10, Tompkins County, New York",0
1000000US361090010003027,"Block 3027, Block Group 3, Census Tract 10, Tompkins County, New York",75
1000000US361090010003028,"Block 3028, Block Group 3, Census Tract 10, Tompkins County, New York",88
1000000US361090010003029,"Block 3029, Block Group 3, Census Tract 10, Tompkins County, New York",22
1000000US361090010003030,"Block 3030, Block Group 3, Census Tract 10, Tompkins County, New York",65
1000000US361090010003031,"Block 3031, Block Group 3, Census Tract 10, Tompkins County, New York",67
1000000US361090010003032,"Block 3032, Block Group 3, Census Tract 10, Tompkins County, New York",41
1000000US361090010003033,"Block 3033, Block Group 3, Census Tract 10, Tompkins County, New York",243
1000000US361090010003034,"Block 3034, Block Group 3, Census Tract 10, Tompkins County, New York",66
1000000US361090010003035,"Block 3035, Block Group 3, Census Tract 10, Tompkins County, New York",18
1000000US361090011001000,"Block 1000, Block Group 1, Census Tract 11, Tompkins County, New York",109
1000000US361090011001001,"Block 1001, Block Group 1, Census Tract 11, Tompkins County, New York",75
1000000US361090011001002,"Block 1002, Block Group 1, Census Tract 11, Tompkins County, New York",112
1000000US361090011001003,"Block 1003, Block Group 1, Census Tract 11, Tompkins County, New York",177
1000000US361090011001004,"Block 1004, Block Group 1, Census Tract 11, Tompkins County, New York",89
1000000US361090011001005,"Block 1005, Block Group 1, Census Tract 11, Tompkins County, New York",50
1000000US361090011001006,"Block 1006, Block Group 1, Census Tract 11, Tompkins County, New York",0
1000000US361090011001007,"Block 1007, Block Group 1, Census Tract 11, Tompkins County, New York",86
1000000US361090011001008,"Block 1008, Block Group 1, Census Tract 11, Tompkins County, New York",74
1000000US361090011001009,"Block 1009, Block Group 1, Census Tract 11, Tompkins County, New York",81
1000000US361090011001010,"Block 1010, Block Group 1, Census Tract 11, Tompkins County, New York",77
1000000US361090011001011,"Block 1011, Block Group 1, Census Tract 11, Tompkins County, New York",126
1000000US361090011001012,"Block 1012, Block Group 1, Census Tract 11, Tompkins County, New York",224
1000000US361090011001013,"Block 1013, Block Group 1, Census Tract 11, Tompkins County, New York",45
1000000US361090011001014,"Block 1014, Block Group 1, Census Tract 11, Tompkins County, New York",41
1000000US361090011001015,"Block 1015, Block Group 1, Census Tract 11, Tompkins County, New York",29
1000000US361090011001016,"Block 1016, Block Group 1, Census Tract 11, Tompkins County, New York",16
1000000US361090011001017,"Block 1017, Block Group 1, Census Tract 11, Tompkins County, New York",148
1000000US361090011001018,"Block 1018, Block Group 1, Census Tract 11, Tompkins County, New York",0
1000000US361090011001019,"Block 1019, Block Group 1, Census Tract 11, Tompkins County, New York",377
1000000US361090011001020,"Block 1020, Block Group 1, Census Tract 11, Tompkins County, New York",0
1000000US361090011001021,"Block 1021, Block Group 1, Census Tract 11, Tompkins County, New York",141
1000000US361090011001022,"Block 1022, Block Group 1, Census Tract 11, Tompkins County, New York",36
1000000US361090011001023,"Block 1023, Block Group 1, Census Tract 11, Tompkins County, New York",5
1000000US361090011001024,"Block 1024, Block Group 1, Census Tract 11, Tompkins County, New York",115
1000000US361090011001025,"Block 1025, Block Group 1, Census Tract 11, Tompkins County, New York",0
1000000US361090011001026,"Block 1026, Block Group 1, Census Tract 11, Tompkins County, New York",0
1000000US361090011001027,"Block 1027, Block Group 1, Census Tract 11, Tompkins County, New York",28
1000000US361090011001028,"Block 1028, Block Group 1, Census Tract 11, Tompkins County, New York",390
1000000US361090011001029,"Block 1029, Block Group 1, Census Tract 11, Tompkins County, New York",46
1000000US361090011001030,"Block 1030, Block Group 1, Census Tract 11, Tompkins County, New York",36
1000000US361090011001031,"Block 1031, Block Group 1, Census Tract 11, Tompkins County, New York",31
1000000US361090011002000,"Block 2000, Block Group 2, Census Tract 11, Tompkins County, New York",0
1000000US361090011002001,"Block 2001, Block Group 2, Census Tract 11, Tompkins County, New York",21
1000000US361090011002002,"Block 2002, Block Group 2, Census Tract 11, Tompkins County, New York",107
1000000US361090011002003,"Block 2003, Block Group 2, Census Tract 11, Tompkins County, New York",93
1000000US361090011002004,"Block 2004, Block Group 2, Census Tract 11, Tompkins County, New York",28
1000000US361090011002005,"Block 2005, Block Group 2, Census Tract 11, Tompkins County, New York",0
1000000US361090011002006,"Block 2006, Block Group 2, Census Tract 11, Tompkins County, New York",0
1000000US361090011002007,"Block 2007, Block Group 2, Census Tract 11, Tompkins County, New York",0
1000000US361090011002008,"Block 2008, Block Group 2, Census Tract 11, Tompkins County, New York",202
1000000US361090011002009,"Block 2009, Block Group 2, Census Tract 11, Tompkins County, New York",16
1000000US361090011002010,"Block 2010, Block Group 2, Census Tract 11, Tompkins County, New York",51
1000000US361090011002011,"Block 2011, Block Group 2, Census Tract 11, Tompkins County, New York",28
1000000US361090011002012,"Block 2012, Block Group 2, Census Tract 11, Tompkins County, New York",15
1000000US361090011002013,"Block 2013, Block Group 2, Census Tract 11, Tompkins County, New York",89
1000000US361090011002014,"Block 2014, Block Group 2, Census Tract 11, Tompkins County, New York",142
1000000US361090011002015,"Block 2015, Block Group 2, Census Tract 11, Tompkins County, New York",14
1000000US361090011002016,"Block 2016, Block Group 2, Census Tract 11, Tompkins County, New York",21
1000000US361090011002017,"Block 2017, Block Group 2, Census Tract 11, Tompkins County, New York",136
1000000US361090011002018,"Block 2018, Block Group 2, Census Tract 11, Tompkins County, New York",398
1000000US361090011002019,"Block 2019, Block Group 2, Census Tract 11, Tompkins County, New York",640
1000000US361090011002020,"Block 2020, Block Group 2, Census Tract 11, Tompkins County, New York",0
1000000US361090011002021,"Block 2021, Block Group 2, Census Tract 11, Tompkins County, New York",61
1000000US361090011002022,"Block 2022, Block Group 2, Census Tract 11, Tompkins County, New York",0
1000000US361090011002023,"Block 2023, Block Group 2, Census Tract 11, Tompkins County, New York",90
1000000US361090011002024,"Block 2024, Block Group 2, Census Tract 11, Tompkins County, New York",67
1000000US361090011002025,"Block 2025, Block Group 2, Census Tract 11, Tompkins County, New York",12
1000000US361090011002026,"Block 2026, Block Group 2, Census Tract 11, Tompkins County, New York",21
1000000US361090011002027,"Block 2027, Block Group 2, Census Tract 11, Tompkins County, New York",7
1000000US361090011002028,"Block 2028, Block Group 2, Census Tract 11, Tompkins County, New York",0
1000000US361090011002029,"Block 2029, Block Group 2, Census Tract 11, Tompkins County, New York",0
1000000US361090011002030,"Block 2030, Block Group 2, Census Tract 11, Tompkins County, New York",18
1000000US361090011002031,"Block 2031, Block Group 2, Census Tract 11, Tompkins County, New York",0
1000000US361090011002032,"Block 2032, Block Group 2, Census Tract 11, Tompkins County, New York",0
1000000US361090011002033,"Block 2033, Block Group 2, Census Tract 11, Tompkins County, New York",0
1000000US361090011002034,"Block 2034, Block Group 2, Census Tract 11, Tompkins County, New York",53
1000000US361090011002035,"Block 2035, Block Group 2, Census Tract 11, Tompkins County, New York",32
1000000US361090011002036,"Block 2036, Block Group 2, Census Tract 11, Tompkins County, New York",35
1000000US361090011002037,"Block 2037, Block Group 2, Census Tract 11, Tompkins County, New York",92
1000000US361090011002038,"Block 2038, Block Group 2, Census Tract 11, Tompkins County, New York",12
1000000US361090011002039,"Block 2039, Block Group 2, Census Tract 11, Tompkins County, New York",5
1000000US361090011002040,"Block 2040, Block Group 2, Census Tract 11, Tompkins County, New York",18
1000000US361090011002041,"Block 2041, Block Group 2, Census Tract 11, Tompkins County, New York",8
1000000US361090011002042,"Block 2042, Block Group 2, Census Tract 11, Tompkins County, New York",0
1000000US361090011002043,"Block 2043, Block Group 2, Census Tract 11, Tompkins County, New York",0
1000000US361090011002044,"Block 2044, Block Group 2, Census Tract 11, Tompkins County, New York",8
1000000US361090011002045,"Block 2045, Block Group 2, Census Tract 11, Tompkins County, New York",499
1000000US361090011002046,"Block 2046, Block Group 2, Census Tract 11, Tompkins County, New York",341
1000000US361090011002047,"Block 2047, Block Group 2, Census Tract 11, Tompkins County, New York",18
1000000US361090012001000,"Block 1000, Block Group 1, Census Tract 12, Tompkins County, New York",41
1000000US361090012001001,"Block 1001, Block Group 1, Census Tract 12, Tompkins County, New York",3177
1000000US361090012001002,"Block 1002, Block Group 1, Census Tract 12, Tompkins County, New York",4
1000000US361090012001003,"Block 1003, Block Group 1, Census Tract 12, Tompkins County, New York",37
1000000US361090012001004,"Block 1004, Block Group 1, Census Tract 12, Tompkins County, New York",9
1000000US361090012001005,"Block 1005, Block Group 1, Census Tract 12, Tompkins County, New York",8
1000000US361090012001006,"Block 1006, Block Group 1, Census Tract 12, Tompkins County, New York",0
1000000US361090012001007,"Block 1007, Block Group 1, Census Tract 12, Tompkins County, New York",48
1000000US361090013011000,"Block 1000, Block Group 1, Census Tract 13.01, Tompkins County, New York",0
1000000US361090013011001,"Block 1001, Block Group 1, Census Tract 13.01, Tompkins County, New York",0
1000000US361090013011002,"Block 1002, Block Group 1, Census Tract 13.01, Tompkins County, New York",80
1000000US361090013011003,"Block 1003, Block Group 1, Census Tract 13.01, Tompkins County, New York",0
1000000US361090013011004,"Block 1004, Block Group 1, Census Tract 13.01, Tompkins County, New York",118
1000000US361090013011005,"Block 1005, Block Group 1, Census Tract 13.01, Tompkins County, New York",155
1000000US361090013011006,"Block 1006, Block Group 1, Census Tract 13.01, Tompkins County, New York",90
1000000US361090013011007,"Block 1007, Block Group 1, Census Tract 13.01, Tompkins County, New York",146
1000000US361090013011008,"Block 1008, Block Group 1, Census Tract 13.01, Tompkins County, New York",78
1000000US361090013011009,"Block 1009, Block Group 1, Census Tract 13.01, Tompkins County, New York",27
1000000US361090013011010,"Block 1010, Block Group 1, Census Tract 13.01, Tompkins County, New York",31
1000000US361090013011011,"Block 1011, Block Group 1, Census Tract 13.01, Tompkins County, New York",0
1000000US361090013011012,"Block 1012, Block Group 1, Census Tract 13.01, Tompkins County, New York",57
1000000US361090013011013,"Block 1013, Block Group 1, Census Tract 13.01, Tompkins County, New York",40
1000000US361090013011014,"Block 1014, Block Group 1, Census Tract 13.01, Tompkins County, New York",56
1000000US361090013011015,"Block 1015, Block Group 1, Census Tract 13.01, Tompkins County, New York",14
1000000US361090013011016,"Block 1016, Block Group 1, Census Tract 13.01, Tompkins County, New York",41
